STATION,NAME,DATE,PRCP,TMAX,TMIN
USW00053152,"SANTA BARBARA 11 W, CA US",3/23/12,0,58,44
USW00053152,"SANTA BARBARA 11 W, CA US",3/24/12,0.01,58,43
USW00053152,"SANTA BARBARA 11 W, CA US",3/25/12,0.89,57,45
USW00053152,"SANTA BARBARA 11 W, CA US",3/26/12,0,58,39
USW00053152,"SANTA BARBARA 11 W, CA US",3/27/12,0.02,60,41
USW00053152,"SANTA BARBARA 11 W, CA US",3/28/12,0.03,62,47
USW00053152,"SANTA BARBARA 11 W, CA US",3/29/12,0.02,59,48
USW00053152,"SANTA BARBARA 11 W, CA US",3/30/12,0.01,59,47
USW00053152,"SANTA BARBARA 11 W, CA US",3/31/12,0.31,60,49
USW00053152,"SANTA BARBARA 11 W, CA US",4/1/12,0,68,50
USW00053152,"SANTA BARBARA 11 W, CA US",4/2/12,0,67,44
USW00053152,"SANTA BARBARA 11 W, CA US",4/3/12,0.02,63,45
USW00053152,"SANTA BARBARA 11 W, CA US",4/4/12,0,69,49
USW00053152,"SANTA BARBARA 11 W, CA US",4/5/12,0,69,45
USW00053152,"SANTA BARBARA 11 W, CA US",4/6/12,0,61,44
USW00053152,"SANTA BARBARA 11 W, CA US",4/7/12,0.01,62,39
USW00053152,"SANTA BARBARA 11 W, CA US",4/8/12,0.02,62,42
USW00053152,"SANTA BARBARA 11 W, CA US",4/9/12,0.01,58,40
USW00053152,"SANTA BARBARA 11 W, CA US",4/10/12,0.65,60,40
USW00053152,"SANTA BARBARA 11 W, CA US",4/11/12,0.54,61,48
USW00053152,"SANTA BARBARA 11 W, CA US",4/12/12,0.11,60,43
USW00053152,"SANTA BARBARA 11 W, CA US",4/13/12,0.5,58,49
USW00053152,"SANTA BARBARA 11 W, CA US",4/14/12,0,63,45
USW00053152,"SANTA BARBARA 11 W, CA US",4/15/12,0.02,60,42
USW00053152,"SANTA BARBARA 11 W, CA US",4/16/12,0.03,63,44
USW00053152,"SANTA BARBARA 11 W, CA US",4/17/12,0.02,68,47
USW00053152,"SANTA BARBARA 11 W, CA US",4/18/12,0,66,49
USW00053152,"SANTA BARBARA 11 W, CA US",4/19/12,0.02,64,50
USW00053152,"SANTA BARBARA 11 W, CA US",4/20/12,0.04,58,52
USW00053152,"SANTA BARBARA 11 W, CA US",4/21/12,0,59,52
USW00053152,"SANTA BARBARA 11 W, CA US",4/22/12,0.02,57,53
USW00053152,"SANTA BARBARA 11 W, CA US",4/23/12,0.09,61,53
USW00053152,"SANTA BARBARA 11 W, CA US",4/24/12,0.01,66,52
USW00053152,"SANTA BARBARA 11 W, CA US",4/25/12,0.18,72,55
USW00053152,"SANTA BARBARA 11 W, CA US",4/26/12,0.09,69,51
USW00053152,"SANTA BARBARA 11 W, CA US",4/27/12,0,69,45
USW00053152,"SANTA BARBARA 11 W, CA US",4/28/12,0,72,47
USW00053152,"SANTA BARBARA 11 W, CA US",4/29/12,0.01,65,50
USW00053152,"SANTA BARBARA 11 W, CA US",4/30/12,0.03,59,53
USW00053152,"SANTA BARBARA 11 W, CA US",5/1/12,0.01,62,52
USW00053152,"SANTA BARBARA 11 W, CA US",5/2/12,0,64,50
USW00053152,"SANTA BARBARA 11 W, CA US",5/3/12,0,65,47
USW00053152,"SANTA BARBARA 11 W, CA US",5/4/12,0,66,47
USW00053152,"SANTA BARBARA 11 W, CA US",5/5/12,0.01,74,50
USW00053152,"SANTA BARBARA 11 W, CA US",5/6/12,0,66,50
USW00053152,"SANTA BARBARA 11 W, CA US",5/7/12,0,65,53
USW00053152,"SANTA BARBARA 11 W, CA US",5/8/12,0,79,54
USW00053152,"SANTA BARBARA 11 W, CA US",5/9/12,0.01,67,53
USW00053152,"SANTA BARBARA 11 W, CA US",5/10/12,0,65,54
USW00053152,"SANTA BARBARA 11 W, CA US",5/11/12,0,62,54
USW00053152,"SANTA BARBARA 11 W, CA US",5/12/12,0.02,59,54
USW00053152,"SANTA BARBARA 11 W, CA US",5/13/12,0.01,64,52
USW00053152,"SANTA BARBARA 11 W, CA US",5/14/12,0.01,68,46
USW00053152,"SANTA BARBARA 11 W, CA US",5/15/12,0,68,47
USW00053152,"SANTA BARBARA 11 W, CA US",5/16/12,0.01,69,52
USW00053152,"SANTA BARBARA 11 W, CA US",5/17/12,0,72,55
USW00053152,"SANTA BARBARA 11 W, CA US",5/18/12,0,73,50
USW00053152,"SANTA BARBARA 11 W, CA US",5/19/12,0.02,65,50
USW00053152,"SANTA BARBARA 11 W, CA US",5/20/12,0.01,64,50
USW00053152,"SANTA BARBARA 11 W, CA US",5/21/12,0,69,55
USW00053152,"SANTA BARBARA 11 W, CA US",5/22/12,0.01,76,52
USW00053152,"SANTA BARBARA 11 W, CA US",5/23/12,0,83,58
USW00053152,"SANTA BARBARA 11 W, CA US",5/24/12,0,67,50
USW00053152,"SANTA BARBARA 11 W, CA US",5/25/12,0,66,49
USW00053152,"SANTA BARBARA 11 W, CA US",5/26/12,0,67,51
USW00053152,"SANTA BARBARA 11 W, CA US",5/27/12,0.01,70,46
USW00053152,"SANTA BARBARA 11 W, CA US",5/28/12,0.02,69,48
USW00053152,"SANTA BARBARA 11 W, CA US",5/29/12,0.01,69,52
USW00053152,"SANTA BARBARA 11 W, CA US",5/30/12,0,67,51
USW00053152,"SANTA BARBARA 11 W, CA US",5/31/12,0.01,67,49
USW00053152,"SANTA BARBARA 11 W, CA US",6/1/12,0.01,63,55
USW00053152,"SANTA BARBARA 11 W, CA US",6/2/12,0,64,55
USW00053152,"SANTA BARBARA 11 W, CA US",6/3/12,0.01,66,54
USW00053152,"SANTA BARBARA 11 W, CA US",6/4/12,0,70,56
USW00053152,"SANTA BARBARA 11 W, CA US",6/5/12,0,75,51
USW00053152,"SANTA BARBARA 11 W, CA US",6/6/12,0,81,55
USW00053152,"SANTA BARBARA 11 W, CA US",6/7/12,0,70,51
USW00053152,"SANTA BARBARA 11 W, CA US",6/8/12,0.01,69,55
USW00053152,"SANTA BARBARA 11 W, CA US",6/9/12,0,67,53
USW00053152,"SANTA BARBARA 11 W, CA US",6/10/12,0,70,50
USW00053152,"SANTA BARBARA 11 W, CA US",6/11/12,0,65,53
USW00053152,"SANTA BARBARA 11 W, CA US",6/12/12,0.01,65,56
USW00053152,"SANTA BARBARA 11 W, CA US",6/13/12,0,68,56
USW00053152,"SANTA BARBARA 11 W, CA US",6/14/12,0,66,53
USW00053152,"SANTA BARBARA 11 W, CA US",6/15/12,0.01,64,54
USW00053152,"SANTA BARBARA 11 W, CA US",6/16/12,0.01,69,53
USW00053152,"SANTA BARBARA 11 W, CA US",6/17/12,0,65,58
USW00053152,"SANTA BARBARA 11 W, CA US",6/18/12,0.02,67,57
USW00053152,"SANTA BARBARA 11 W, CA US",6/19/12,0.01,67,58
USW00053152,"SANTA BARBARA 11 W, CA US",6/20/12,0,68,57
USW00053152,"SANTA BARBARA 11 W, CA US",6/21/12,0,68,51
USW00053152,"SANTA BARBARA 11 W, CA US",6/22/12,0.02,71,51
USW00053152,"SANTA BARBARA 11 W, CA US",6/23/12,0,71,52
USW00053152,"SANTA BARBARA 11 W, CA US",6/24/12,0,72,50
USW00053152,"SANTA BARBARA 11 W, CA US",6/25/12,0,76,49
USW00053152,"SANTA BARBARA 11 W, CA US",6/26/12,0,73,51
USW00053152,"SANTA BARBARA 11 W, CA US",6/27/12,0.01,71,53
USW00053152,"SANTA BARBARA 11 W, CA US",6/28/12,0,70,55
USW00053152,"SANTA BARBARA 11 W, CA US",6/29/12,0,71,54
USW00053152,"SANTA BARBARA 11 W, CA US",6/30/12,0.01,72,54
USW00053152,"SANTA BARBARA 11 W, CA US",7/1/12,0,70,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/2/12,0,68,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/3/12,0.01,67,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/4/12,0.01,65,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/5/12,0.02,68,54
USW00053152,"SANTA BARBARA 11 W, CA US",7/6/12,0,67,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/7/12,0.02,63,54
USW00053152,"SANTA BARBARA 11 W, CA US",7/8/12,0,65,54
USW00053152,"SANTA BARBARA 11 W, CA US",7/9/12,0,69,52
USW00053152,"SANTA BARBARA 11 W, CA US",7/10/12,0.02,69,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/11/12,0,68,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/12/12,0,66,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/13/12,0,72,58
USW00053152,"SANTA BARBARA 11 W, CA US",7/14/12,0.01,69,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/15/12,0,67,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/16/12,0,69,57
USW00053152,"SANTA BARBARA 11 W, CA US",7/17/12,0,70,58
USW00053152,"SANTA BARBARA 11 W, CA US",7/18/12,0,70,53
USW00053152,"SANTA BARBARA 11 W, CA US",7/19/12,0,77,61
USW00053152,"SANTA BARBARA 11 W, CA US",7/20/12,0,72,61
USW00053152,"SANTA BARBARA 11 W, CA US",7/21/12,0,72,54
USW00053152,"SANTA BARBARA 11 W, CA US",7/22/12,0,68,57
USW00053152,"SANTA BARBARA 11 W, CA US",7/23/12,0,67,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/24/12,0,67,54
USW00053152,"SANTA BARBARA 11 W, CA US",7/25/12,0,68,54
USW00053152,"SANTA BARBARA 11 W, CA US",7/26/12,0,69,53
USW00053152,"SANTA BARBARA 11 W, CA US",7/27/12,0.01,68,48
USW00053152,"SANTA BARBARA 11 W, CA US",7/28/12,0,70,51
USW00053152,"SANTA BARBARA 11 W, CA US",7/29/12,0,70,52
USW00053152,"SANTA BARBARA 11 W, CA US",7/30/12,0,67,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/31/12,0.01,64,56
USW00053152,"SANTA BARBARA 11 W, CA US",8/1/12,0,66,57
USW00053152,"SANTA BARBARA 11 W, CA US",8/2/12,0,66,57
USW00053152,"SANTA BARBARA 11 W, CA US",8/3/12,0,68,57
USW00053152,"SANTA BARBARA 11 W, CA US",8/4/12,0.02,70,56
USW00053152,"SANTA BARBARA 11 W, CA US",8/5/12,0,72,57
USW00053152,"SANTA BARBARA 11 W, CA US",8/6/12,0,73,57
USW00053152,"SANTA BARBARA 11 W, CA US",8/7/12,0,77,60
USW00053152,"SANTA BARBARA 11 W, CA US",8/8/12,0,72,58
USW00053152,"SANTA BARBARA 11 W, CA US",8/9/12,0,71,57
USW00053152,"SANTA BARBARA 11 W, CA US",8/10/12,0,72,58
USW00053152,"SANTA BARBARA 11 W, CA US",8/11/12,0,73,57
USW00053152,"SANTA BARBARA 11 W, CA US",8/12/12,0,72,58
USW00053152,"SANTA BARBARA 11 W, CA US",8/13/12,0,72,60
USW00053152,"SANTA BARBARA 11 W, CA US",8/14/12,0.01,71,59
USW00053152,"SANTA BARBARA 11 W, CA US",8/15/12,0,71,57
USW00053152,"SANTA BARBARA 11 W, CA US",8/16/12,0,74,55
USW00053152,"SANTA BARBARA 11 W, CA US",8/17/12,0,74,60
USW00053152,"SANTA BARBARA 11 W, CA US",8/18/12,0,74,61
USW00053152,"SANTA BARBARA 11 W, CA US",8/19/12,0,73,59
USW00053152,"SANTA BARBARA 11 W, CA US",8/20/12,0,73,57
USW00053152,"SANTA BARBARA 11 W, CA US",8/21/12,0,72,58
USW00053152,"SANTA BARBARA 11 W, CA US",8/22/12,0,70,58
USW00053152,"SANTA BARBARA 11 W, CA US",8/23/12,0,71,60
USW00053152,"SANTA BARBARA 11 W, CA US",8/24/12,0.01,70,59
USW00053152,"SANTA BARBARA 11 W, CA US",8/25/12,0,70,60
USW00053152,"SANTA BARBARA 11 W, CA US",8/26/12,0,71,54
USW00053152,"SANTA BARBARA 11 W, CA US",8/27/12,0,74,50
USW00053152,"SANTA BARBARA 11 W, CA US",8/28/12,0.01,75,56
USW00053152,"SANTA BARBARA 11 W, CA US",8/29/12,0,79,60
USW00053152,"SANTA BARBARA 11 W, CA US",8/30/12,0,75,58
USW00053152,"SANTA BARBARA 11 W, CA US",8/31/12,0,75,57
USW00053152,"SANTA BARBARA 11 W, CA US",9/1/12,0,74,51
USW00053152,"SANTA BARBARA 11 W, CA US",9/2/12,0,72,53
USW00053152,"SANTA BARBARA 11 W, CA US",9/3/12,0,67,58
USW00053152,"SANTA BARBARA 11 W, CA US",9/4/12,0,71,58
USW00053152,"SANTA BARBARA 11 W, CA US",9/5/12,0.04,71,59
USW00053152,"SANTA BARBARA 11 W, CA US",9/6/12,0.04,67,59
USW00053152,"SANTA BARBARA 11 W, CA US",9/7/12,0,73,60
USW00053152,"SANTA BARBARA 11 W, CA US",9/8/12,0,75,58
USW00053152,"SANTA BARBARA 11 W, CA US",9/9/12,0,74,60
USW00053152,"SANTA BARBARA 11 W, CA US",9/10/12,0,74,61
USW00053152,"SANTA BARBARA 11 W, CA US",9/11/12,0,72,58
USW00053152,"SANTA BARBARA 11 W, CA US",9/12/12,0.02,73,62
USW00053152,"SANTA BARBARA 11 W, CA US",9/13/12,0,73,60
USW00053152,"SANTA BARBARA 11 W, CA US",9/14/12,0,76,59
USW00053152,"SANTA BARBARA 11 W, CA US",9/15/12,0,75,58
USW00053152,"SANTA BARBARA 11 W, CA US",9/16/12,0,73,56
USW00053152,"SANTA BARBARA 11 W, CA US",9/17/12,0,68,53
USW00053152,"SANTA BARBARA 11 W, CA US",9/18/12,0,70,48
USW00053152,"SANTA BARBARA 11 W, CA US",9/19/12,0,73,56
USW00053152,"SANTA BARBARA 11 W, CA US",9/20/12,0,73,56
USW00053152,"SANTA BARBARA 11 W, CA US",9/21/12,0,72,57
USW00053152,"SANTA BARBARA 11 W, CA US",9/22/12,0,72,59
USW00053152,"SANTA BARBARA 11 W, CA US",9/23/12,0,73,57
USW00053152,"SANTA BARBARA 11 W, CA US",9/24/12,0,70,54
USW00053152,"SANTA BARBARA 11 W, CA US",9/25/12,0,70,56
USW00053152,"SANTA BARBARA 11 W, CA US",9/26/12,0,,
USW00053152,"SANTA BARBARA 11 W, CA US",9/27/12,0,71,59
USW00053152,"SANTA BARBARA 11 W, CA US",9/28/12,0,72,54
USW00053152,"SANTA BARBARA 11 W, CA US",9/29/12,0,74,51
USW00053152,"SANTA BARBARA 11 W, CA US",9/30/12,0,75,58
USW00053152,"SANTA BARBARA 11 W, CA US",10/1/12,0,77,54
USW00053152,"SANTA BARBARA 11 W, CA US",10/2/12,0,75,56
USW00053152,"SANTA BARBARA 11 W, CA US",10/3/12,0,70,58
USW00053152,"SANTA BARBARA 11 W, CA US",10/4/12,0,70,52
USW00053152,"SANTA BARBARA 11 W, CA US",10/5/12,0,74,50
USW00053152,"SANTA BARBARA 11 W, CA US",10/6/12,0,79,55
USW00053152,"SANTA BARBARA 11 W, CA US",10/7/12,0,73,53
USW00053152,"SANTA BARBARA 11 W, CA US",10/8/12,0,76,52
USW00053152,"SANTA BARBARA 11 W, CA US",10/9/12,0,71,51
USW00053152,"SANTA BARBARA 11 W, CA US",10/10/12,0,70,51
USW00053152,"SANTA BARBARA 11 W, CA US",10/11/12,0,71,49
USW00053152,"SANTA BARBARA 11 W, CA US",10/12/12,0,72,50
USW00053152,"SANTA BARBARA 11 W, CA US",10/13/12,0,70,49
USW00053152,"SANTA BARBARA 11 W, CA US",10/14/12,0,74,48
USW00053152,"SANTA BARBARA 11 W, CA US",10/15/12,0,75,50
USW00053152,"SANTA BARBARA 11 W, CA US",10/16/12,0,78,49
USW00053152,"SANTA BARBARA 11 W, CA US",10/17/12,0,82,56
USW00053152,"SANTA BARBARA 11 W, CA US",10/18/12,0,78,56
USW00053152,"SANTA BARBARA 11 W, CA US",10/19/12,0,72,56
USW00053152,"SANTA BARBARA 11 W, CA US",10/20/12,0.01,70,60
USW00053152,"SANTA BARBARA 11 W, CA US",10/21/12,0,69,56
USW00053152,"SANTA BARBARA 11 W, CA US",10/22/12,0.02,68,49
USW00053152,"SANTA BARBARA 11 W, CA US",10/23/12,0,70,45
USW00053152,"SANTA BARBARA 11 W, CA US",10/24/12,0,78,49
USW00053152,"SANTA BARBARA 11 W, CA US",10/25/12,0,78,51
USW00053152,"SANTA BARBARA 11 W, CA US",10/26/12,0,73,47
USW00053152,"SANTA BARBARA 11 W, CA US",10/27/12,0,74,45
USW00053152,"SANTA BARBARA 11 W, CA US",10/28/12,0,82,47
USW00053152,"SANTA BARBARA 11 W, CA US",10/29/12,0.01,65,49
USW00053152,"SANTA BARBARA 11 W, CA US",10/30/12,0,65,46
USW00053152,"SANTA BARBARA 11 W, CA US",10/31/12,0.01,65,47
USW00053152,"SANTA BARBARA 11 W, CA US",11/1/12,0,66,51
USW00053152,"SANTA BARBARA 11 W, CA US",11/2/12,0.02,67,47
USW00053152,"SANTA BARBARA 11 W, CA US",11/3/12,0,68,45
USW00053152,"SANTA BARBARA 11 W, CA US",11/4/12,0,75,47
USW00053152,"SANTA BARBARA 11 W, CA US",11/5/12,0,90,49
USW00053152,"SANTA BARBARA 11 W, CA US",11/6/12,0.01,75,48
USW00053152,"SANTA BARBARA 11 W, CA US",11/7/12,0,66,56
USW00053152,"SANTA BARBARA 11 W, CA US",11/8/12,0,65,54
USW00053152,"SANTA BARBARA 11 W, CA US",11/9/12,0,63,48
USW00053152,"SANTA BARBARA 11 W, CA US",11/10/12,0.01,63,43
USW00053152,"SANTA BARBARA 11 W, CA US",11/11/12,0,62,37
USW00053152,"SANTA BARBARA 11 W, CA US",11/12/12,0,65,34
USW00053152,"SANTA BARBARA 11 W, CA US",11/13/12,0,70,38
USW00053152,"SANTA BARBARA 11 W, CA US",11/14/12,0,72,39
USW00053152,"SANTA BARBARA 11 W, CA US",11/15/12,0.02,65,49
USW00053152,"SANTA BARBARA 11 W, CA US",11/16/12,0.19,64,51
USW00053152,"SANTA BARBARA 11 W, CA US",11/17/12,0.54,64,58
USW00053152,"SANTA BARBARA 11 W, CA US",11/18/12,0,65,50
USW00053152,"SANTA BARBARA 11 W, CA US",11/19/12,0,63,49
USW00053152,"SANTA BARBARA 11 W, CA US",11/20/12,0,69,45
USW00053152,"SANTA BARBARA 11 W, CA US",11/21/12,0,74,49
USW00053152,"SANTA BARBARA 11 W, CA US",11/22/12,0,62,49
USW00053152,"SANTA BARBARA 11 W, CA US",11/23/12,0.03,57,46
USW00053152,"SANTA BARBARA 11 W, CA US",11/24/12,0,66,44
USW00053152,"SANTA BARBARA 11 W, CA US",11/25/12,0,63,46
USW00053152,"SANTA BARBARA 11 W, CA US",11/26/12,0,63,52
USW00053152,"SANTA BARBARA 11 W, CA US",11/27/12,0,64,49
USW00053152,"SANTA BARBARA 11 W, CA US",11/28/12,0.35,65,47
USW00053152,"SANTA BARBARA 11 W, CA US",11/29/12,0.15,61,59
USW00053152,"SANTA BARBARA 11 W, CA US",11/30/12,0.41,66,59
USW00053152,"SANTA BARBARA 11 W, CA US",12/1/12,0.21,64,58
USW00053152,"SANTA BARBARA 11 W, CA US",12/2/12,1.08,63,58
USW00053152,"SANTA BARBARA 11 W, CA US",12/3/12,0.01,64,51
USW00053152,"SANTA BARBARA 11 W, CA US",12/4/12,0,63,48
USW00053152,"SANTA BARBARA 11 W, CA US",12/5/12,0,68,48
USW00053152,"SANTA BARBARA 11 W, CA US",12/6/12,0,67,53
USW00053152,"SANTA BARBARA 11 W, CA US",12/7/12,0,70,45
USW00053152,"SANTA BARBARA 11 W, CA US",12/8/12,0,62,41
USW00053152,"SANTA BARBARA 11 W, CA US",12/9/12,0,61,46
USW00053152,"SANTA BARBARA 11 W, CA US",12/10/12,0,64,43
USW00053152,"SANTA BARBARA 11 W, CA US",12/11/12,0,66,43
USW00053152,"SANTA BARBARA 11 W, CA US",12/12/12,0.27,62,50
USW00053152,"SANTA BARBARA 11 W, CA US",12/13/12,0,61,41
USW00053152,"SANTA BARBARA 11 W, CA US",12/14/12,0.05,57,37
USW00053152,"SANTA BARBARA 11 W, CA US",12/15/12,0.01,60,38
USW00053152,"SANTA BARBARA 11 W, CA US",12/16/12,0.1,56,48
USW00053152,"SANTA BARBARA 11 W, CA US",12/17/12,0.23,62,53
USW00053152,"SANTA BARBARA 11 W, CA US",12/18/12,0,62,48
USW00053152,"SANTA BARBARA 11 W, CA US",12/19/12,0,56,35
USW00053152,"SANTA BARBARA 11 W, CA US",12/20/12,0,59,34
USW00053152,"SANTA BARBARA 11 W, CA US",12/21/12,0,59,33
USW00053152,"SANTA BARBARA 11 W, CA US",12/22/12,0.22,54,38
USW00053152,"SANTA BARBARA 11 W, CA US",12/23/12,0.35,58,45
USW00053152,"SANTA BARBARA 11 W, CA US",12/24/12,0.53,65,46
USW00053152,"SANTA BARBARA 11 W, CA US",12/25/12,0.15,59,43
USW00053152,"SANTA BARBARA 11 W, CA US",12/26/12,0.13,60,49
USW00053152,"SANTA BARBARA 11 W, CA US",12/27/12,0,61,41
USW00053152,"SANTA BARBARA 11 W, CA US",12/28/12,0,58,36
USW00053152,"SANTA BARBARA 11 W, CA US",12/29/12,0.29,57,38
USW00053152,"SANTA BARBARA 11 W, CA US",12/30/12,0,60,34
USW00053152,"SANTA BARBARA 11 W, CA US",12/31/12,0,57,35
USW00053152,"SANTA BARBARA 11 W, CA US",1/1/13,0,57,38
USW00053152,"SANTA BARBARA 11 W, CA US",1/2/13,0,59,33
USW00053152,"SANTA BARBARA 11 W, CA US",1/3/13,0,62,32
USW00053152,"SANTA BARBARA 11 W, CA US",1/4/13,0,61,33
USW00053152,"SANTA BARBARA 11 W, CA US",1/5/13,0.09,58,34
USW00053152,"SANTA BARBARA 11 W, CA US",1/6/13,0.21,55,41
USW00053152,"SANTA BARBARA 11 W, CA US",1/7/13,0.01,63,38
USW00053152,"SANTA BARBARA 11 W, CA US",1/8/13,0,62,37
USW00053152,"SANTA BARBARA 11 W, CA US",1/9/13,0,58,41
USW00053152,"SANTA BARBARA 11 W, CA US",1/10/13,0.02,56,45
USW00053152,"SANTA BARBARA 11 W, CA US",1/11/13,0,57,31
USW00053152,"SANTA BARBARA 11 W, CA US",1/12/13,0,54,32
USW00053152,"SANTA BARBARA 11 W, CA US",1/13/13,0,54,30
USW00053152,"SANTA BARBARA 11 W, CA US",1/14/13,0,54,28
USW00053152,"SANTA BARBARA 11 W, CA US",1/15/13,0,55,31
USW00053152,"SANTA BARBARA 11 W, CA US",1/16/13,0,59,33
USW00053152,"SANTA BARBARA 11 W, CA US",1/17/13,0,65,35
USW00053152,"SANTA BARBARA 11 W, CA US",1/18/13,0,69,35
USW00053152,"SANTA BARBARA 11 W, CA US",1/19/13,0,70,34
USW00053152,"SANTA BARBARA 11 W, CA US",1/20/13,0,69,34
USW00053152,"SANTA BARBARA 11 W, CA US",1/21/13,0,73,33
USW00053152,"SANTA BARBARA 11 W, CA US",1/22/13,0,75,35
USW00053152,"SANTA BARBARA 11 W, CA US",1/23/13,0,67,46
USW00053152,"SANTA BARBARA 11 W, CA US",1/24/13,1.49,58,54
USW00053152,"SANTA BARBARA 11 W, CA US",1/25/13,0.14,61,53
USW00053152,"SANTA BARBARA 11 W, CA US",1/26/13,0.03,63,47
USW00053152,"SANTA BARBARA 11 W, CA US",1/27/13,0,61,44
USW00053152,"SANTA BARBARA 11 W, CA US",1/28/13,0,61,41
USW00053152,"SANTA BARBARA 11 W, CA US",1/29/13,0,62,38
USW00053152,"SANTA BARBARA 11 W, CA US",1/30/13,0,59,39
USW00053152,"SANTA BARBARA 11 W, CA US",1/31/13,0,61,38
USW00053152,"SANTA BARBARA 11 W, CA US",2/1/13,0,63,41
USW00053152,"SANTA BARBARA 11 W, CA US",2/2/13,0,64,47
USW00053152,"SANTA BARBARA 11 W, CA US",2/3/13,0,66,44
USW00053152,"SANTA BARBARA 11 W, CA US",2/4/13,0,60,44
USW00053152,"SANTA BARBARA 11 W, CA US",2/5/13,0,58,44
USW00053152,"SANTA BARBARA 11 W, CA US",2/6/13,0,58,38
USW00053152,"SANTA BARBARA 11 W, CA US",2/7/13,0,61,40
USW00053152,"SANTA BARBARA 11 W, CA US",2/8/13,0.02,53,42
USW00053152,"SANTA BARBARA 11 W, CA US",2/9/13,0,60,40
USW00053152,"SANTA BARBARA 11 W, CA US",2/10/13,0,57,36
USW00053152,"SANTA BARBARA 11 W, CA US",2/11/13,0,58,37
USW00053152,"SANTA BARBARA 11 W, CA US",2/12/13,0,59,36
USW00053152,"SANTA BARBARA 11 W, CA US",2/13/13,0,59,37
USW00053152,"SANTA BARBARA 11 W, CA US",2/14/13,0,60,40
USW00053152,"SANTA BARBARA 11 W, CA US",2/15/13,0,70,40
USW00053152,"SANTA BARBARA 11 W, CA US",2/16/13,0,74,43
USW00053152,"SANTA BARBARA 11 W, CA US",2/17/13,0,62,40
USW00053152,"SANTA BARBARA 11 W, CA US",2/18/13,0,58,49
USW00053152,"SANTA BARBARA 11 W, CA US",2/19/13,0.15,59,44
USW00053152,"SANTA BARBARA 11 W, CA US",2/20/13,0,62,42
USW00053152,"SANTA BARBARA 11 W, CA US",2/21/13,0,62,36
USW00053152,"SANTA BARBARA 11 W, CA US",2/22/13,0,58,36
USW00053152,"SANTA BARBARA 11 W, CA US",2/23/13,0,69,39
USW00053152,"SANTA BARBARA 11 W, CA US",2/24/13,0,60,38
USW00053152,"SANTA BARBARA 11 W, CA US",2/25/13,0,59,36
USW00053152,"SANTA BARBARA 11 W, CA US",2/26/13,0,63,36
USW00053152,"SANTA BARBARA 11 W, CA US",2/27/13,0,65,37
USW00053152,"SANTA BARBARA 11 W, CA US",2/28/13,0,65,38
USW00053152,"SANTA BARBARA 11 W, CA US",3/1/13,0,78,42
USW00053152,"SANTA BARBARA 11 W, CA US",3/2/13,0,73,44
USW00053152,"SANTA BARBARA 11 W, CA US",3/3/13,0,66,51
USW00053152,"SANTA BARBARA 11 W, CA US",3/4/13,0,61,46
USW00053152,"SANTA BARBARA 11 W, CA US",3/5/13,0,55,49
USW00053152,"SANTA BARBARA 11 W, CA US",3/6/13,0.02,55,48
USW00053152,"SANTA BARBARA 11 W, CA US",3/7/13,0.95,58,47
USW00053152,"SANTA BARBARA 11 W, CA US",3/8/13,0.07,60,39
USW00053152,"SANTA BARBARA 11 W, CA US",3/9/13,0,67,45
USW00053152,"SANTA BARBARA 11 W, CA US",3/10/13,0,62,41
USW00053152,"SANTA BARBARA 11 W, CA US",3/11/13,0,61,42
USW00053152,"SANTA BARBARA 11 W, CA US",3/12/13,0,61,44
USW00053152,"SANTA BARBARA 11 W, CA US",3/13/13,0.03,60,43
USW00053152,"SANTA BARBARA 11 W, CA US",3/14/13,0,59,50
USW00053152,"SANTA BARBARA 11 W, CA US",3/15/13,0,57,50
USW00053152,"SANTA BARBARA 11 W, CA US",3/16/13,0,59,48
USW00053152,"SANTA BARBARA 11 W, CA US",3/17/13,0,60,46
USW00053152,"SANTA BARBARA 11 W, CA US",3/18/13,0,60,48
USW00053152,"SANTA BARBARA 11 W, CA US",3/19/13,0,61,48
USW00053152,"SANTA BARBARA 11 W, CA US",3/20/13,0,67,50
USW00053152,"SANTA BARBARA 11 W, CA US",3/21/13,0,74,54
USW00053152,"SANTA BARBARA 11 W, CA US",3/22/13,0,78,52
USW00053152,"SANTA BARBARA 11 W, CA US",3/23/13,0.01,62,47
USW00053152,"SANTA BARBARA 11 W, CA US",3/24/13,0,62,44
USW00053152,"SANTA BARBARA 11 W, CA US",3/25/13,0,61,47
USW00053152,"SANTA BARBARA 11 W, CA US",3/26/13,0,61,45
USW00053152,"SANTA BARBARA 11 W, CA US",3/27/13,0,61,48
USW00053152,"SANTA BARBARA 11 W, CA US",3/28/13,0,62,52
